2025-10-23T21:45:59+10:00,Engine RPM=702,Vehicle Speed=0,Engine Coolant Temperature=73,Throttle Position=26.666666666666668,Intake Manifold Pressure=100,Intake Air Temperature=33,MAF Air Flow Rate=9.06,Run Time Since Engine Start=619,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.105
2025-10-23T21:46:04+10:00,Engine RPM=704,Vehicle Speed=0,Engine Coolant Temperature=73,Throttle Position=27.058823529411764,Intake Manifold Pressure=101,Intake Air Temperature=33,MAF Air Flow Rate=8.1,Run Time Since Engine Start=623,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.106
2025-10-23T21:46:07+10:00,Engine RPM=699.25,Vehicle Speed=0,Engine Coolant Temperature=73,Throttle Position=27.058823529411764,Intake Manifold Pressure=100,Intake Air Temperature=33,MAF Air Flow Rate=8.97,Run Time Since Engine Start=627,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.09
2025-10-23T21:46:11+10:00,Engine RPM=701.5,Vehicle Speed=0,Engine Coolant Temperature=73,Throttle Position=26.666666666666668,Intake Manifold Pressure=100,Intake Air Temperature=33,MAF Air Flow Rate=8.64,Run Time Since Engine Start=630,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.007
2025-10-23T21:46:15+10:00,Engine RPM=705.25,Vehicle Speed=0,Engine Coolant Temperature=73,Throttle Position=26.666666666666668,Intake Manifold Pressure=100,Intake Air Temperature=33,MAF Air Flow Rate=9.5,Run Time Since Engine Start=634,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.048
2025-10-23T21:46:18+10:00,Engine RPM=701.25,Vehicle Speed=0,Engine Coolant Temperature=73,Throttle Position=25.88235294117647,Intake Manifold Pressure=100,Intake Air Temperature=33,MAF Air Flow Rate=8.03,Run Time Since Engine Start=611,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.091
2025-10-23T21:46:22+10:00,Engine RPM=701.75,Vehicle Speed=0,Engine Coolant Temperature=73,Throttle Position=26.666666666666668,Intake Manifold Pressure=100,Intake Air Temperature=33,MAF Air Flow Rate=9.86,Run Time Since Engine Start=642,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.112
2025-10-23T21:46:26+10:00,Engine RPM=701,Vehicle Speed=0,Engine Coolant Temperature=74,Throttle Position=27.45098039215686,Intake Manifold Pressure=100,Intake Air Temperature=33,MAF Air Flow Rate=9.46,Run Time Since Engine Start=645,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.4
2025-10-23T21:46:29+10:00,Engine RPM=706.25,Vehicle Speed=0,Engine Coolant Temperature=74,Throttle Position=27.058823529411764,Intake Manifold Pressure=100,Intake Air Temperature=33,MAF Air Flow Rate=8.69,Run Time Since Engine Start=649,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.055
2025-10-23T21:46:33+10:00,Engine RPM=702.5,Vehicle Speed=0,Engine Coolant Temperature=74,Throttle Position=26.666666666666668,Intake Manifold Pressure=100,Intake Air Temperature=33,MAF Air Flow Rate=10.36,Run Time Since Engine Start=653,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.07
2025-10-23T21:46:37+10:00,Engine RPM=702.25,Vehicle Speed=0,Engine Coolant Temperature=74,Throttle Position=26.666666666666668,Intake Manifold Pressure=100,Intake Air Temperature=33,MAF Air Flow Rate=9.8,Run Time Since Engine Start=656,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.123
2025-10-23T21:46:41+10:00,Engine RPM=704.25,Vehicle Speed=0,Engine Coolant Temperature=74,Throttle Position=27.058823529411764,Intake Manifold Pressure=100,Intake Air Temperature=33,MAF Air Flow Rate=8.13,Run Time Since Engine Start=632,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14
2025-10-23T21:46:44+10:00,Engine RPM=699.75,Vehicle Speed=0,Engine Coolant Temperature=74,Throttle Position=27.058823529411764,Intake Manifold Pressure=100,Intake Air Temperature=33,MAF Air Flow Rate=8.79,Run Time Since Engine Start=664,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.101
2025-10-23T21:46:48+10:00,Engine RPM=705.75,Vehicle Speed=0,Engine Coolant Temperature=74,Throttle Position=27.058823529411764,Intake Manifold Pressure=100,Intake Air Temperature=33,MAF Air Flow Rate=10.41,Run Time Since Engine Start=668,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.047
2025-10-23T21:46:52+10:00,Engine RPM=705,Vehicle Speed=0,Engine Coolant Temperature=74,Throttle Position=27.45098039215686,Intake Manifold Pressure=100,Intake Air Temperature=33,MAF Air Flow Rate=7.68,Run Time Since Engine Start=671,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.083
2025-10-23T21:46:55+10:00,Engine RPM=696.25,Vehicle Speed=0,Engine Coolant Temperature=74,Throttle Position=27.058823529411764,Intake Manifold Pressure=100,Intake Air Temperature=33,MAF Air Flow Rate=10.58,Run Time Since Engine Start=675,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.095
2025-10-23T21:46:59+10:00,Engine RPM=703.75,Vehicle Speed=0,Engine Coolant Temperature=74,Throttle Position=27.45098039215686,Intake Manifold Pressure=100,Intake Air Temperature=33,MAF Air Flow Rate=11.03,Run Time Since Engine Start=679,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.044
2025-10-23T21:47:03+10:00,Engine RPM=699.25,Vehicle Speed=0,Engine Coolant Temperature=74,Throttle Position=26.666666666666668,Intake Manifold Pressure=100,Intake Air Temperature=33,MAF Air Flow Rate=8.69,Run Time Since Engine Start=682,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.081
2025-10-23T21:47:07+10:00,Engine RPM=706.25,Vehicle Speed=0,Engine Coolant Temperature=74,Throttle Position=27.84313725490196,Intake Manifold Pressure=100,Intake Air Temperature=33,MAF Air Flow Rate=8.04,Run Time Since Engine Start=686,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.078
2025-10-23T21:50:36+10:00,Engine RPM=893.25,Vehicle Speed=0,Engine Coolant Temperature=79,Throttle Position=22.745098039215687,Intake Manifold Pressure=100,Intake Air Temperature=34,MAF Air Flow Rate=9.73,Run Time Since Engine Start=896,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.066
2025-10-23T21:50:40+10:00,Engine RPM=898.5,Vehicle Speed=0,Engine Coolant Temperature=79,Throttle Position=22.745098039215687,Intake Manifold Pressure=100,Intake Air Temperature=33,MAF Air Flow Rate=11.27,Run Time Since Engine Start=861,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.022
2025-10-23T21:50:44+10:00,Engine RPM=902.25,Vehicle Speed=0,Engine Coolant Temperature=79,Throttle Position=20.784313725490197,Intake Manifold Pressure=99,Intake Air Temperature=33,MAF Air Flow Rate=11.58,Run Time Since Engine Start=903,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.915
2025-10-23T21:50:48+10:00,Engine RPM=902.75,Vehicle Speed=0,Engine Coolant Temperature=79,Throttle Position=20.784313725490197,Intake Manifold Pressure=100,Intake Air Temperature=33,MAF Air Flow Rate=11.73,Run Time Since Engine Start=907,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.069
2025-10-23T21:50:51+10:00,Engine RPM=899.5,Vehicle Speed=0,Engine Coolant Temperature=80,Throttle Position=22.352941176470587,Intake Manifold Pressure=100,Intake Air Temperature=33,MAF Air Flow Rate=11.26,Run Time Since Engine Start=911,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.045
2025-10-23T21:50:55+10:00,Engine RPM=904,Vehicle Speed=0,Engine Coolant Temperature=80,Throttle Position=22.745098039215687,Intake Manifold Pressure=100,Intake Air Temperature=33,MAF Air Flow Rate=9.59,Run Time Since Engine Start=915,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.037
2025-10-23T21:50:59+10:00,Engine RPM=906.5,Vehicle Speed=0,Engine Coolant Temperature=80,Throttle Position=22.745098039215687,Intake Manifold Pressure=100,Intake Air Temperature=33,MAF Air Flow Rate=9.5,Run Time Since Engine Start=918,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.085
2025-10-23T21:51:02+10:00,Engine RPM=899.75,Vehicle Speed=0,Engine Coolant Temperature=80,Throttle Position=22.745098039215687,Intake Manifold Pressure=100,Intake Air Temperature=34,MAF Air Flow Rate=9.98,Run Time Since Engine Start=922,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.984
2025-10-23T21:51:06+10:00,Engine RPM=851,Vehicle Speed=0,Engine Coolant Temperature=80,Throttle Position=20.784313725490197,Intake Manifold Pressure=100,Intake Air Temperature=34,MAF Air Flow Rate=9.04,Run Time Since Engine Start=926,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14
2025-10-23T21:51:10+10:00,Engine RPM=705.25,Vehicle Speed=0,Engine Coolant Temperature=80,Throttle Position=20.784313725490197,Intake Manifold Pressure=100,Intake Air Temperature=34,MAF Air Flow Rate=8.71,Run Time Since Engine Start=929,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.067
2025-10-23T21:51:14+10:00,Engine RPM=896.25,Vehicle Speed=0,Engine Coolant Temperature=81,Throttle Position=29.019607843137255,Intake Manifold Pressure=100,Intake Air Temperature=34,MAF Air Flow Rate=10.38,Run Time Since Engine Start=933,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.023
2025-10-23T21:51:17+10:00,Engine RPM=895.25,Vehicle Speed=0,Engine Coolant Temperature=81,Throttle Position=21.568627450980394,Intake Manifold Pressure=100,Intake Air Temperature=34,MAF Air Flow Rate=11.72,Run Time Since Engine Start=937,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.016
2025-10-23T21:51:21+10:00,Engine RPM=896.25,Vehicle Speed=0,Engine Coolant Temperature=81,Throttle Position=20.784313725490197,Intake Manifold Pressure=100,Intake Air Temperature=34,MAF Air Flow Rate=10.86,Run Time Since Engine Start=940,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.2
2025-10-23T21:51:25+10:00,Engine RPM=894,Vehicle Speed=0,Engine Coolant Temperature=81,Throttle Position=22.352941176470587,Intake Manifold Pressure=100,Intake Air Temperature=34,MAF Air Flow Rate=9.77,Run Time Since Engine Start=944,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.008
2025-10-23T21:51:28+10:00,Engine RPM=899,Vehicle Speed=0,Engine Coolant Temperature=81,Throttle Position=23.137254901960784,Intake Manifold Pressure=100,Intake Air Temperature=34,MAF Air Flow Rate=9.43,Run Time Since Engine Start=948,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.014
2025-10-23T21:51:32+10:00,Engine RPM=902.75,Vehicle Speed=0,Engine Coolant Temperature=81,Throttle Position=22.745098039215687,Intake Manifold Pressure=100,Intake Air Temperature=34,MAF Air Flow Rate=11.62,Run Time Since Engine Start=911,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.057
2025-10-23T21:51:36+10:00,Engine RPM=903.75,Vehicle Speed=0,Engine Coolant Temperature=81,Throttle Position=21.96078431372549,Intake Manifold Pressure=100,Intake Air Temperature=34,MAF Air Flow Rate=9.12,Run Time Since Engine Start=955,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.042
2025-10-23T21:51:40+10:00,Engine RPM=757,Vehicle Speed=0,Engine Coolant Temperature=82,Throttle Position=20.784313725490197,Intake Manifold Pressure=100,Intake Air Temperature=34,MAF Air Flow Rate=9.95,Run Time Since Engine Start=959,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.001
2025-10-23T21:51:43+10:00,Engine RPM=691,Vehicle Speed=0,Engine Coolant Temperature=82,Throttle Position=20.784313725490197,Intake Manifold Pressure=100,Intake Air Temperature=34,MAF Air Flow Rate=10.58,Run Time Since Engine Start=963,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.065
2025-10-23T21:51:47+10:00,Engine RPM=893.5,Vehicle Speed=0,Engine Coolant Temperature=82,Throttle Position=52.94117647058823,Intake Manifold Pressure=101,Intake Air Temperature=34,MAF Air Flow Rate=11.04,Run Time Since Engine Start=966,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.005
2025-10-23T21:51:51+10:00,Engine RPM=901.5,Vehicle Speed=0,Engine Coolant Temperature=82,Throttle Position=20.784313725490197,Intake Manifold Pressure=100,Intake Air Temperature=34,MAF Air Flow Rate=9.52,Run Time Since Engine Start=970,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.015
2025-10-23T21:51:54+10:00,Engine RPM=899.25,Vehicle Speed=0,Engine Coolant Temperature=82,Throttle Position=22.745098039215687,Intake Manifold Pressure=100,Intake Air Temperature=34,MAF Air Flow Rate=9.84,Run Time Since Engine Start=974,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.3
2025-10-23T21:51:58+10:00,Engine RPM=900.5,Vehicle Speed=0,Engine Coolant Temperature=82,Throttle Position=22.352941176470587,Intake Manifold Pressure=100,Intake Air Temperature=34,MAF Air Flow Rate=11.38,Run Time Since Engine Start=978,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.962
2025-10-23T21:52:02+10:00,Engine RPM=902.75,Vehicle Speed=0,Engine Coolant Temperature=82,Throttle Position=22.745098039215687,Intake Manifold Pressure=100,Intake Air Temperature=34,MAF Air Flow Rate=11.4,Run Time Since Engine Start=981,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.017
2025-10-23T21:52:06+10:00,Engine RPM=904.75,Vehicle Speed=0,Engine Coolant Temperature=82,Throttle Position=22.352941176470587,Intake Manifold Pressure=100,Intake Air Temperature=34,MAF Air Flow Rate=10.22,Run Time Since Engine Start=985,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.049
2025-10-23T21:52:09+10:00,Engine RPM=905,Vehicle Speed=0,Engine Coolant Temperature=82,Throttle Position=20.784313725490197,Intake Manifold Pressure=100,Intake Air Temperature=34,MAF Air Flow Rate=8.84,Run Time Since Engine Start=989,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.98
2025-10-23T21:52:13+10:00,Engine RPM=690.5,Vehicle Speed=0,Engine Coolant Temperature=83,Throttle Position=20.784313725490197,Intake Manifold Pressure=100,Intake Air Temperature=34,MAF Air Flow Rate=8.01,Run Time Since Engine Start=993,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.068
2025-10-23T21:52:17+10:00,Engine RPM=765.5,Vehicle Speed=0,Engine Coolant Temperature=83,Throttle Position=66.66666666666667,Intake Manifold Pressure=101,Intake Air Temperature=34,MAF Air Flow Rate=11.79,Run Time Since Engine Start=996,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.009
2025-10-23T21:52:21+10:00,Engine RPM=901.5,Vehicle Speed=0,Engine Coolant Temperature=83,Throttle Position=25.49019607843137,Intake Manifold Pressure=100,Intake Air Temperature=34,MAF Air Flow Rate=11.72,Run Time Since Engine Start=1000,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.2
2025-10-23T21:52:24+10:00,Engine RPM=899,Vehicle Speed=0,Engine Coolant Temperature=83,Throttle Position=21.96078431372549,Intake Manifold Pressure=100,Intake Air Temperature=34,MAF Air Flow Rate=10.02,Run Time Since Engine Start=1004,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.031
2025-10-23T21:52:28+10:00,Engine RPM=704.75,Vehicle Speed=0,Engine Coolant Temperature=83,Throttle Position=20.784313725490197,Intake Manifold Pressure=100,Intake Air Temperature=34,MAF Air Flow Rate=7.76,Run Time Since Engine Start=1008,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.036
2025-10-23T21:52:32+10:00,Engine RPM=734.5,Vehicle Speed=0,Engine Coolant Temperature=83,Throttle Position=96.47058823529412,Intake Manifold Pressure=100,Intake Air Temperature=34,MAF Air Flow Rate=12.5,Run Time Since Engine Start=1011,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.2
2025-10-23T21:52:36+10:00,Engine RPM=901.75,Vehicle Speed=0,Engine Coolant Temperature=83,Throttle Position=32.549019607843135,Intake Manifold Pressure=100,Intake Air Temperature=35,MAF Air Flow Rate=10.88,Run Time Since Engine Start=1015,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.031
2025-10-23T21:52:39+10:00,Engine RPM=902.5,Vehicle Speed=0,Engine Coolant Temperature=83,Throttle Position=20.784313725490197,Intake Manifold Pressure=100,Intake Air Temperature=35,MAF Air Flow Rate=11.59,Run Time Since Engine Start=1019,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.93
2025-10-23T21:52:43+10:00,Engine RPM=900.25,Vehicle Speed=0,Engine Coolant Temperature=83,Throttle Position=22.352941176470587,Intake Manifold Pressure=100,Intake Air Temperature=35,MAF Air Flow Rate=11.93,Run Time Since Engine Start=1022,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.062
2025-10-23T21:52:47+10:00,Engine RPM=899.75,Vehicle Speed=0,Engine Coolant Temperature=83,Throttle Position=22.745098039215687,Intake Manifold Pressure=100,Intake Air Temperature=34,MAF Air Flow Rate=10.49,Run Time Since Engine Start=1026,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.031
2025-10-23T21:52:50+10:00,Engine RPM=901.5,Vehicle Speed=0,Engine Coolant Temperature=83,Throttle Position=21.568627450980394,Intake Manifold Pressure=100,Intake Air Temperature=34,MAF Air Flow Rate=8.77,Run Time Since Engine Start=1030,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.027
2025-10-23T21:52:54+10:00,Engine RPM=706,Vehicle Speed=0,Engine Coolant Temperature=83,Throttle Position=20.784313725490197,Intake Manifold Pressure=100,Intake Air Temperature=34,MAF Air Flow Rate=8.77,Run Time Since Engine Start=1034,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.014
2025-10-23T21:52:58+10:00,Engine RPM=705.25,Vehicle Speed=0,Engine Coolant Temperature=83,Throttle Position=20.784313725490197,Intake Manifold Pressure=100,Intake Air Temperature=34,MAF Air Flow Rate=12.81,Run Time Since Engine Start=1037,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.931
2025-10-23T21:53:02+10:00,Engine RPM=903.75,Vehicle Speed=0,Engine Coolant Temperature=83,Throttle Position=34.90196078431372,Intake Manifold Pressure=101,Intake Air Temperature=35,MAF Air Flow Rate=11.59,Run Time Since Engine Start=1041,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.023
2025-10-23T21:53:05+10:00,Engine RPM=897.25,Vehicle Speed=0,Engine Coolant Temperature=83,Throttle Position=20.784313725490197,Intake Manifold Pressure=100,Intake Air Temperature=35,MAF Air Flow Rate=11.76,Run Time Since Engine Start=1045,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.05
2025-10-23T21:53:09+10:00,Engine RPM=902,Vehicle Speed=0,Engine Coolant Temperature=83,Throttle Position=22.352941176470587,Intake Manifold Pressure=100,Intake Air Temperature=35,MAF Air Flow Rate=10.24,Run Time Since Engine Start=1048,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.924
2025-10-23T21:53:13+10:00,Engine RPM=706.25,Vehicle Speed=0,Engine Coolant Temperature=84,Throttle Position=20.784313725490197,Intake Manifold Pressure=100,Intake Air Temperature=35,MAF Air Flow Rate=9.06,Run Time Since Engine Start=1052,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.046
2025-10-23T21:53:16+10:00,Engine RPM=918.5,Vehicle Speed=0,Engine Coolant Temperature=84,Throttle Position=69.41176470588235,Intake Manifold Pressure=101,Intake Air Temperature=35,MAF Air Flow Rate=12.87,Run Time Since Engine Start=1056,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=13.927
2025-10-23T21:53:20+10:00,Engine RPM=902.5,Vehicle Speed=0,Engine Coolant Temperature=84,Throttle Position=25.88235294117647,Intake Manifold Pressure=100,Intake Air Temperature=35,MAF Air Flow Rate=10.99,Run Time Since Engine Start=1060,Barometric Pressure=101,Catalyst Temperature Bank1 Sensor1=1000,Control Module Voltage=14.025
